"Stream/Site name","Collected","South","Delta","Nid","Uid"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","27","5","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","28","6","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","33","7","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","34","8","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","19","","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","20","1","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","21","2","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","22","3","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","26","4","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","27","5","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","28","6","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","33","7","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","34","8","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","3","","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","4","1","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","10","2","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","11","3","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","33","4","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","34","5","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","16","","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","17","1","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","18","2","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","21","3","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","22","4","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","23","5","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","24","6","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","27","7","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","28","8","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","29","9","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","34","10","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","9","","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","10","1","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","11","2","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","13","3","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","14","4","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","15","5","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","16","6","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","17","7","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","18","8","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","19","9","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","20","10","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","21","11","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","22","12","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","23","13","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","24","14","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","26","15","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","27","16","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","28","17","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","29","18","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","33","19","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","34","20","40601","606"
"West Olalla Creek","Tue, 2017-05-02 09:00","13","","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","14","1","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","15","2","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","16","3","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","17","4","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","20","5","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","21","6","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","22","7","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","23","8","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","29","9","40696","1076"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","4","","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","9","1","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","10","2","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","11","3","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","17","4","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","18","5","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","22","6","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","23","7","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","24","8","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","28","9","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","34","10","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","3","","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","4","1","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","9","2","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","10","3","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","11","4","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","17","5","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","18","6","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","22","7","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","23","8","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","24","9","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","28","10","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","34","11","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","3","","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","4","1","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","8","2","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","9","3","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","10","4","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","11","5","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","13","6","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","14","7","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","15","8","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","17","9","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","18","10","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","19","11","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","20","12","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","21","13","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","22","14","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","23","15","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","24","16","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","26","17","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","27","18","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","28","19","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","29","20","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","33","21","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","34","22","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","3","","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","4","1","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","8","2","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","9","3","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","10","4","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","11","5","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","13","6","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","14","7","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","15","8","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","16","9","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","17","10","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","18","11","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","19","12","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","20","13","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","21","14","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","22","15","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","23","16","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","24","17","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","26","18","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","27","19","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","28","20","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","29","21","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","33","22","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","34","23","41776","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","4","","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","9","1","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","10","2","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","11","3","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","13","4","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","14","5","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","15","6","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","16","7","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","17","8","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","18","9","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","19","10","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","20","11","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","21","12","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","22","13","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","23","14","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","24","15","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","26","16","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","27","17","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","28","18","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","29","19","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","33","20","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","34","21","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","3","","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","4","1","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","8","2","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","9","3","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","11","4","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","13","5","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","14","6","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","15","7","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","16","8","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","17","9","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","18","10","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","19","11","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","20","12","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","21","13","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","22","14","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","23","15","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","24","16","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","27","17","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","28","18","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","29","19","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","33","20","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","34","21","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","4","","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","9","1","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","10","2","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","11","3","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","16","4","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","17","5","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","18","6","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","21","7","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","22","8","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","23","9","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","24","10","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","27","11","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","28","12","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","29","13","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","33","14","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","34","15","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","3","","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","4","1","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","8","2","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","9","3","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","10","4","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","11","5","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","13","6","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","14","7","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","15","8","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","16","9","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","17","10","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","18","11","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","19","12","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","20","13","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","21","14","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","22","15","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","23","16","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","24","17","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","26","18","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","27","19","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","28","20","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","29","21","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","33","22","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","34","23","41841","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","3","","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","4","1","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","8","2","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","13","3","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","19","4","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","26","5","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","3","","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","4","1","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","8","2","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","13","3","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","14","4","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","15","5","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","19","6","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","20","7","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","21","8","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","26","9","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","33","10","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","3","","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","8","1","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","9","2","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","10","3","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","13","4","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","14","5","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","15","6","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","16","7","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","17","8","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","19","9","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","20","10","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","21","11","42131","611"
