"Stream/Site name","Collected","North","Delta","Nid","Uid"
"West Olalla Creek","Tue, 2017-05-02 09:00","17","4","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","18","5","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","21","6","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","22","7","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","23","8","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","24","9","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","27","10","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","28","11","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","29","12","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","33","13","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","34","14","40696","1076"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","8","","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","9","1","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","10","2","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","11","3","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","13","4","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","14","5","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","16","6","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","17","7","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","18","8","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","19","9","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","20","10","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","22","11","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","23","12","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","26","13","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","27","14","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","28","15","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","29","16","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","33","17","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 10:00","34","18","41761","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","26","","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","27","1","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","28","2","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","29","3","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","33","4","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 11:00","34","5","41766","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","3","","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","4","1","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","8","2","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","9","3","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","10","4","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","11","5","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","13","6","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","14","7","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","15","8","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","16","9","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","17","10","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","18","11","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","19","12","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","20","13","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","21","14","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","22","15","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","23","16","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","24","17","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","26","18","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","27","19","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","28","20","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","29","21","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","33","22","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 12:10","34","23","41771","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","3","","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","4","1","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","8","2","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","9","3","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","10","4","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","11","5","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","13","6","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","14","7","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","15","8","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","16","9","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","17","10","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","19","11","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","20","12","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","21","13","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","22","14","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","23","15","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","26","16","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","27","17","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","28","18","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","29","19","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","33","20","41776","611"
"Seven Oak Salmon Watch, Durski","Thu, 2017-09-21 13:10","34","21","41776","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","3","","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","4","1","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","8","2","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","9","3","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","10","4","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","13","5","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","14","6","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","15","7","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","19","8","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","20","9","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","21","10","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","22","11","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","23","12","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","24","13","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","26","14","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","27","15","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","28","16","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","29","17","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","33","18","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 13:15","34","19","41826","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","3","","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","4","1","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","8","2","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","9","3","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","10","4","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","11","5","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","13","6","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","14","7","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","15","8","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","16","9","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","17","10","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","19","11","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","20","12","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","21","13","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","22","14","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","23","15","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","24","16","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","26","17","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","27","18","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","28","19","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","29","20","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","33","21","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:00","34","22","41831","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","8","","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","10","1","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","11","2","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","14","3","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","15","4","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","16","5","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","17","6","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","18","7","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","19","8","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","20","9","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","21","10","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","22","11","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","23","12","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","26","13","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","27","14","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","28","15","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","29","16","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","33","17","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 11:30","34","18","41836","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","3","","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","4","1","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","8","2","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","9","3","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","10","4","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","11","5","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","13","6","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","14","7","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","15","8","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","16","9","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","17","10","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","18","11","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","19","12","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","20","13","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","21","14","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","22","15","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","23","16","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","24","17","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","26","18","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","27","19","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","28","20","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","29","21","41841","611"
"Hawthorne Salmon Watch","Tue, 2017-09-12 12:45","34","22","41841","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 09:30","34","","42121","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","3","","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","4","1","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","11","2","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","33","3","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 10:36","34","4","42126","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","3","","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","4","1","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","8","2","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","9","3","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","10","4","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","11","5","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","13","6","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","14","7","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","15","8","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","16","9","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","17","10","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","18","11","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","19","12","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","20","13","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","21","14","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","22","15","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","23","16","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","24","17","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","26","18","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","27","19","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","28","20","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","29","21","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","33","22","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:17","34","23","42131","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","4","","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","8","1","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","9","2","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","10","3","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","11","4","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","13","5","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","14","6","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","15","7","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","19","8","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","20","9","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","21","10","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","26","11","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","27","12","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","28","13","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","29","14","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","33","15","42136","611"
"Pioneer Salmon Watch","Thu, 2017-09-14 12:39","34","16","42136","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","3","","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","4","1","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","8","2","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","9","3","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","10","4","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","11","5","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","13","6","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","14","7","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","15","8","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","16","9","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","19","10","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","20","11","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","21","12","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","22","13","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","24","14","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","26","15","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","27","16","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 09:45","28","17","42151","611"
"Foster Salmon Watch","Fri, 2017-09-15 10:30","11","","42156","611"
"Foster Salmon Watch","Fri, 2017-09-15 10:30","13","1","42156","611"
"Foster Salmon Watch","Fri, 2017-09-15 10:30","14","2","42156","611"
"Foster Salmon Watch","Fri, 2017-09-15 10:30","15","3","42156","611"
